acid,MG,ST,FC,P_CLR,P_FRM,P_DENS,POD,SC_L,SC_CLR,H_CLR,protein,oil,Linoleic,Linolenic,eno,R1,R8,Hgt,Mat,Ldg,SQ,SdWgt,Yield,CommonName
PI437597A,0,N,W,G,E,N,Br,I,Y,Y,42.5,20.0,54.3,7.4,12004.0,711.0,919.0,79.0,919.0,2.8,2.5,17.5,2.01,Dun-nun-55-6012
PI437597B,0,N,P,G,E,N,Br,I,Y,Y,42.3,19.3,52.0,7.9,12004.0,712.0,924.0,60.0,924.0,2.5,2.3,19.5,2.42,Dun-nun-55-6012
PI437597C,0,N,W,G,E,N,Br,I,Y,Y,42.5,20.2,51.4,8.0,12004.0,712.0,918.0,77.0,918.0,3.0,2.5,18.0,2.44,Dun-nun-55-6012
PI437598A,0,N,P,G,E,N,Br,I,Y,Y,43.1,19.3,51.4,8.1,12004.0,713.0,924.0,74.0,924.0,3.0,2.8,19.6,2.27,Dun-nyn 50-6931
PI437598B,I,N,P,G,E,N,Br,S,Y,Y,43.7,18.5,52.0,8.6,12002.0,711.0,910.0,82.0,910.0,2.3,3.5,17.0,3.42,Dun-nyn 50-6931
PI437599,0,N,P,T,E,N,Br,D,Y,Y,43.7,18.8,55.0,8.6,12004.0,713.0,915.0,86.0,915.0,3.5,2.3,15.8,2.19,DV-2646 Chab. g-479
PI437600,0,N,P,G,E,N,Br,I,Y,Y,44.3,19.1,53.1,8.5,12004.0,715.0,925.0,80.0,925.0,3.3,2.3,18.2,1.82,DV-2771
PI437601,II,N,W,G,E,Ssp,Br,D,Y,Y,44.2,19.7,51.0,6.4,12003.0,704.0,913.0,90.0,913.0,3.3,2.8,15.7,2.78,DV-2772
PI437602,II,N,W,G,E,N,Br,I,Y,Bf,43.4,21.4,47.2,5.4,12003.0,704.0,908.0,86.0,908.0,2.0,2.5,18.9,2.89,DV-2773
PI437603,I,N,W,G,E,N,Br,S,Y,Bf,42.5,19.5,54.6,7.8,12002.0,705.0,910.0,75.0,910.0,1.8,2.8,17.3,3.63,DV-2774
PI437604,II,N,P,T,E,N,Br,I,Y,Y,43.7,19.2,56.7,7.8,12003.0,710.0,919.0,107.0,919.0,3.3,3.3,15.7,2.75,DV-2775
PI437605A,III,N,P,T,E,Ssp,Br,D,Y,Y,44.8,18.7,53.9,7.1,12003.0,708.0,924.0,107.0,924.0,1.9,2.5,14.7,3.13,DV-2776
PI437605B,II,N,W,T,E,N,Br,I,Y,Y,43.2,20.6,56.1,5.6,12003.0,706.0,915.0,88.0,915.0,2.0,2.8,18.9,3.01,DV-2776
PI437605C,III,N,P,G,E,N,Tn,D,Y,Y,44.9,19.0,53.4,6.7,12003.0,712.0,923.0,108.0,923.0,3.8,2.8,16.5,2.81,DV-2776
PI437606,II,N,P,G,E,N,Br,I,Y,Y,46.5,18.0,55.8,7.1,12003.0,712.0,906.0,85.0,906.0,1.8,2.8,18.8,3.07,DV-2777
PI437607,I,N,W,G,E,N,Br,D,Y,Y,44.3,18.4,55.3,7.5,12002.0,701.0,908.0,78.0,908.0,1.9,2.8,17.1,3.31,DV-2778
PI437608,I,N,P,G,E,N,Br,D,Y,Y,44.8,18.5,54.7,8.1,12002.0,703.0,907.0,85.0,907.0,1.4,2.8,19.3,3.21,DV-2779
PI437609A,I,N,P,G,E,N,Br,S,Y,Ib,42.8,19.6,54.7,7.4,12002.0,709.0,910.0,83.0,910.0,3.3,2.5,15.1,3.51,DV-2780
PI437609B,II,N,W,G,E,N,Br,I,Y,Y,44.7,19.8,52.7,6.0,12003.0,707.0,911.0,80.0,911.0,1.5,2.5,17.8,2.83,DV-2780
PI437610A,I,N,P,T,E,Ssp,Br,D,Y,Y,46.5,17.0,52.8,7.8,12002.0,630.0,904.0,81.0,904.0,2.5,3.5,17.3,2.88,DV-2782
PI437610B,II,N,P,T,E,Ssp,Br,D,Y,Y,45.6,18.8,53.8,8.2,12003.0,712.0,906.0,91.0,906.0,1.8,2.3,15.1,2.52,DV-2782
PI437611A,0,N,P,T,E,N,Tn,S,Y,Y,45.8,17.8,52.5,9.2,12001.0,717.0,921.0,90.0,921.0,4.0,2.8,15.9,2.07,DV-2783
PI437611B,0,N,P,G,E,N,Br,I,Y,Y,45.6,17.1,54.2,8.6,12004.0,712.0,920.0,73.0,920.0,2.8,2.5,16.2,1.77,DV-2783
PI437612,I,N,W,G,E,N,Br,I,Y,Bf,43.2,19.7,52.2,7.6,12002.0,630.0,909.0,99.0,909.0,2.0,3.0,20.3,3.71,DV-2785
PI437613,I,N,P,G,E,Ssp,Br,I,Y,Bf,44.0,19.0,55.0,8.3,12002.0,701.0,906.0,82.0,906.0,3.0,3.0,14.6,3.56,DV-2786
PI437614A,I,N,W,G,E,N,Br,I,Y,Bf,39.6,18.8,51.3,8.2,12002.0,709.0,909.0,76.0,909.0,2.5,2.5,14.8,4.17,DV-2787
PI437614B,II,N,W,G,E,N,Br,I,Y,Lbf,44.4,20.4,56.0,6.6,12003.0,626.0,911.0,86.0,911.0,1.5,2.3,18.1,3.37,DV-2787
PI437615A,0,N,P,T,E,N,Br,I,Y,Y,45.3,17.5,54.3,8.3,12004.0,711.0,918.0,78.0,918.0,3.0,2.5,14.0,1.35,DV-2788
PI437615B,0,N,P,T,E,N,Br,D,Y,Y,45.3,18.1,52.7,7.6,12004.0,719.0,925.0,91.0,925.0,4.5,2.3,19.0,1.65,DV-2788
PI437615C,I,N,Dp,G,E,Ssp,Br,D,Y,Y,44.2,18.4,49.5,6.0,12002.0,707.0,910.0,90.0,910.0,2.0,2.5,19.4,3.57,DV-2788
PI437616,I,N,W,T,E,N,Br,I,Y,Br,45.0,17.0,55.4,9.1,12002.0,704.0,908.0,81.0,908.0,1.3,2.8,17.3,3.75,DV-2789
PI437617,II,N,P,T,E,Ssp,Tn,I,Y,Br,43.3,20.1,55.3,6.5,12003.0,711.0,911.0,105.0,911.0,2.5,2.3,16.5,3.06,DV-2791
PI437618,II,N,P,Ng,E,Ssp,Br,D,Y,Br,43.9,19.6,50.8,5.7,12003.0,704.0,906.0,73.0,906.0,2.8,2.3,13.2,2.61,DV-2793
PI437619,I,N,P,G,E,N,Br,I,Y,Y,45.8,18.4,52.6,7.0,12002.0,629.0,829.0,89.0,829.0,2.1,2.5,17.5,2.98,DV-2794
PI437620,0,N,P,G,E,N,Br,I,Y,Y,45.6,17.1,51.0,8.8,12004.0,722.0,930.0,104.0,930.0,4.5,2.3,18.3,2.02,DV-2795
PI437621A,I,N,P,G,E,N,Br,S,Y,Bf,45.7,18.2,52.9,7.5,12002.0,703.0,906.0,88.0,906.0,2.3,2.5,17.5,3.36,DV-2796
PI437621B,I,N,P,G,E,N,Tn,I,Y,Bf,42.8,18.1,52.4,8.1,12002.0,706.0,908.0,87.0,908.0,2.5,2.8,14.4,3.61,DV-2796
PI437622A,I,N,P,T,E,N,Br,D,Y,Br,44.3,17.8,58.6,8.1,12002.0,627.0,904.0,91.0,904.0,1.4,2.8,16.5,3.46,DV-2798
PI437622B,II,N,P,T,E,Ssp,Br,S,Y,Lbl,44.5,18.5,57.0,8.2,12003.0,703.0,911.0,67.0,911.0,2.3,2.0,13.4,2.76,DV-2798
PI437623,I,N,P,G,E,N,Br,S,Y,Y,43.0,19.9,52.7,7.3,12002.0,629.0,903.0,84.0,903.0,3.1,2.8,15.3,3.29,DV-2800
PI437624,I,N,W,G,E,N,Br,D,Y,Y,44.6,18.8,53.3,7.4,12002.0,707.0,910.0,89.0,910.0,2.3,2.0,15.0,3.59,DV-2801
PI437625,I,N,P,G,E,N,Br,D,Y,Lbf,44.2,17.9,53.8,8.3,12002.0,715.0,911.0,91.0,911.0,3.1,2.5,14.3,3.36,DV-2802
PI437626,II,N,P,G,E,N,Br,D,Y,Bf,43.7,18.9,56.3,7.9,12003.0,705.0,910.0,93.0,910.0,3.0,2.5,14.3,2.87,DV-2803
PI437627,II,N,P,G,E,N,Br,S,Y,Bf,45.7,19.2,53.5,7.7,12003.0,629.0,903.0,83.0,903.0,2.0,2.3,13.6,2.69,DV-2805
PI437628,I,N,P,G,E,N,Br,S,Y,Ib,42.4,19.8,53.7,8.0,12002.0,706.0,910.0,84.0,910.0,3.8,2.8,15.2,3.73,DV-2807
PI437629,I,N,P,G,E,N,Br,S,Y,Y,45.8,17.7,55.1,7.6,12002.0,705.0,904.0,90.0,904.0,2.1,2.8,18.5,3.01,DV-2808
PI437630A,0,N,P,G,E,N,Br,I,Y,Y,43.5,19.1,53.7,8.2,12004.0,713.0,926.0,93.0,926.0,3.5,2.3,17.1,1.7,DV-2810
PI437630B,I,N,P,G,E,N,Br,S,Y,Ib,44.4,18.9,54.1,7.2,12002.0,708.0,905.0,76.0,905.0,3.0,2.8,14.9,2.89,DV-2810
PI437630C,I,N,W,G,E,N,Br,S,Y,Y,41.6,19.1,55.1,8.1,12002.0,707.0,905.0,90.0,905.0,2.1,3.0,12.6,2.71,DV-2810
PI437630D,II,N,P,G,E,N,Br,I,Y,Y,45.8,18.0,56.1,8.0,12003.0,708.0,918.0,103.0,918.0,3.1,2.5,16.0,2.69,DV-2810
PI437631,II,N,W,G,E,N,Br,I,Y,Y,45.6,19.6,53.7,6.9,12003.0,701.0,913.0,89.0,913.0,2.5,2.5,18.6,3.09,DV-2811
PI437632A,I,N,W,G,E,N,Br,I,Y,Y,46.5,16.7,53.8,7.2,12002.0,707.0,909.0,85.0,909.0,1.8,2.8,19.7,3.08,DV-2812
PI437632B,I,N,P,T,E,Ssp,Br,D,Y,Br,46.0,17.4,54.9,7.5,12002.0,705.0,908.0,86.0,908.0,2.8,3.0,14.1,3.25,DV-2812
PI437633A,0,N,P,T,E,N,Tn,I,Y,Y,43.4,18.6,54.7,9.1,12004.0,720.0,924.0,109.0,924.0,4.0,2.5,13.3,1.97,DV-2814
PI437633B,0,N,P,T,E,N,Tn,I,Y,Br,43.7,18.3,54.9,9.1,12004.0,718.0,922.0,91.0,922.0,4.0,2.8,15.3,1.96,DV-2814
PI437633C,I,N,P,T,E,N,Tn,D,Y,Br,45.8,17.6,51.9,7.7,12002.0,707.0,909.0,89.0,909.0,2.3,3.3,15.0,3.76,DV-2814
PI437633D,I,N,P,T,E,N,Br,D,Y,Y,46.7,16.9,54.8,7.6,12002.0,703.0,907.0,83.0,907.0,2.3,2.8,15.2,3.54,DV-2814
PI437634,I,N,W,G,E,N,Br,S,Y,Y,43.2,19.1,53.4,6.6,12002.0,630.0,909.0,93.0,909.0,1.8,2.8,17.2,3.93,DV-2815
PI437635A,I,N,P,T,E,N,Br,D,Y,Y,47.0,17.4,55.0,7.7,12002.0,712.0,908.0,85.0,908.0,2.6,2.8,15.3,3.42,DV-2816
PI437635B,II,N,P,T,E,N,Tn,S,Y,Y,46.6,17.6,56.0,7.4,12003.0,710.0,910.0,91.0,910.0,2.5,2.5,12.2,2.75,DV-2816
PI437635C,II,N,P,T,E,N,Br,D,Y,Br,44.8,19.0,52.9,5.9,12003.0,711.0,916.0,91.0,916.0,2.3,2.3,14.2,2.66,DV-2816
PI437635D,II,N,P,T,E,N,Br,D,Y,Y,43.4,19.2,54.5,6.5,12003.0,711.0,915.0,77.0,915.0,1.3,2.0,14.5,3.09,DV-2816
PI437636A,I,N,P,T,E,N,Dbr,S,Y,Bl,43.3,19.5,54.8,6.7,12002.0,703.0,908.0,79.0,908.0,1.8,2.5,14.5,3.35,DV-2817
PI437636B,I,N,P,G,E,N,Br,S,Y,Ib,41.7,20.1,54.5,7.7,12002.0,708.0,911.0,85.0,911.0,3.5,2.3,15.4,3.9,DV-2817
PI437637,I,N,P,T,E,N,Br,D,Y,Y,44.9,17.9,55.3,7.5,12002.0,628.0,830.0,78.0,830.0,1.5,2.5,13.5,3.06,DV-2818
PI437638,I,N,P,G,E,N,Br,I,Y,Y,47.2,17.0,54.3,8.5,12002.0,701.0,920.0,73.0,920.0,2.0,2.5,17.5,3.22,DV-2819
PI437639,II,N,P,G,E,N,Dbr,I,Y,Ib,43.3,21.4,49.6,6.0,12003.0,629.0,909.0,72.0,909.0,2.0,3.0,14.1,2.77,DV-2820
PI437640A,I,N,P,G,E,N,Tn,I,Lg,Lg,45.0,17.3,51.7,7.8,12002.0,630.0,907.0,91.0,907.0,2.0,2.5,16.6,3.63,DV-2821
PI437640B,II,N,W,G,E,N,Br,I,Y,Lbf,42.2,21.3,55.6,6.5,12003.0,626.0,905.0,79.0,905.0,1.3,2.5,21.8,2.92,DV-2821
PI437641A,II,N,P,G,E,Ssp,Br,D,Y,G,44.2,18.7,57.1,9.2,12003.0,628.0,910.0,87.0,910.0,2.9,2.5,15.4,2.8,DV-2822
PI437641B,III,N,P,G,E,Ssp,Br,D,Y,G,46.3,16.0,56.6,9.9,12005.0,712.0,922.0,104.0,922.0,2.5,2.3,15.7,2.86,DV-2822
PI437642,I,N,P,G,E,N,Br,D,Y,Lbf,43.0,18.4,53.2,8.5,12002.0,712.0,910.0,97.0,910.0,2.8,2.3,14.6,3.38,DV-2824
PI437643A,I,N,P,G,E,Ssp,Br,S,Y,Y,44.8,18.0,53.9,6.8,12002.0,705.0,909.0,81.0,909.0,2.3,2.8,20.9,3.66,DV-2825
PI437643B,II,N,W,G,E,N,Br,S,Y,Bf,44.1,19.7,53.6,5.5,12003.0,704.0,905.0,79.0,905.0,1.5,2.8,15.0,2.69,DV-2825
PI437644,II,N,P,T,E,Ssp,Br,D,Y,Br,43.4,19.6,58.5,8.0,12003.0,702.0,910.0,99.0,910.0,2.1,2.0,13.1,3.01,DV-2826
PI437645A,I,N,Dp,T,E,N,Br,I,Y,Br,43.2,19.4,54.5,8.0,12002.0,701.0,903.0,82.0,903.0,2.7,2.8,15.9,3.62,DV-2827
PI437645B,I,N,Dp,T,E,N,Br,I,Y,Br,43.7,18.1,55.1,8.6,12002.0,705.0,910.0,86.0,910.0,3.0,2.8,15.5,3.25,DV-2827
PI437646A,0,N,P,T,E,N,Br,I,Y,Bl,42.3,19.9,53.6,8.1,12004.0,720.0,927.0,86.0,927.0,4.5,2.3,19.1,2.36,DV-2828
PI437646B,I,N,P,G,E,N,Br,D,Y,Lbf,43.9,17.8,53.6,8.3,12002.0,712.0,911.0,101.0,911.0,3.0,2.5,14.9,3.37,DV-2828
PI437647,II,N,P,G,E,N,Dbr,I,Y,Bf,41.0,20.9,50.0,5.7,12003.0,702.0,906.0,85.0,906.0,3.0,2.5,17.3,2.88,DV-2829
PI437648A,I,N,P,G,E,N,Dbr,S,Y,Ib,45.3,18.9,55.8,7.4,12002.0,707.0,909.0,86.0,909.0,1.5,2.0,15.4,3.4,DV-2830
PI437648B,II,N,P,G,E,N,Br,I,Y,Y,41.5,20.8,53.0,6.2,12003.0,701.0,911.0,83.0,911.0,2.0,2.5,20.9,3.34,DV-2830
PI437649A,II,N,P,G,E,N,Br,I,Y,Y,42.3,19.8,54.1,7.6,12003.0,629.0,910.0,102.0,910.0,2.8,2.5,15.6,2.96,DV-2831
PI437649B,II,N,W,G,E,N,Bl,D,Y,Bf,42.0,19.9,54.6,7.2,12003.0,701.0,911.0,96.0,911.0,2.0,3.0,14.5,3.31,DV-2831
PI437650A,0,N,P,T,E,N,Br,I,Y,Y,42.6,20.1,53.0,7.9,12004.0,722.0,928.0,86.0,928.0,4.0,1.8,19.8,2.4,DV-2832
PI437650B,I,N,P,T,E,Ssp,Br,D,Y,Br,46.9,17.6,55.6,7.3,12002.0,708.0,909.0,87.0,909.0,1.3,2.3,15.8,3.01,DV-2832
PI437651A,I,N,P,G,E,N,Br,S,Y,G,44.7,18.8,54.9,7.1,12002.0,704.0,911.0,107.0,911.0,2.8,3.0,16.3,3.2,DV-2833
PI437651B,II,N,W,G,E,N,Bl,D,Y,Bf,41.0,21.2,55.3,7.7,12003.0,630.0,912.0,95.0,912.0,1.8,3.0,14.5,3.18,DV-2833
PI437652,II,N,W,G,E,N,Br,I,Y,Lbf,44.5,19.5,53.0,6.2,12003.0,628.0,913.0,90.0,913.0,2.1,2.8,22.4,2.96,DV-2834
PI437654,III,N,P,T,E,N,Bl,I,Bl,Bl,45.0,15.0,54.1,9.6,12005.0,720.0,923.0,136.0,923.0,4.5,2.3,10.1,2.19,Er-hej-jan
PI437655,III,N,P,Lt,E,N,Br,I,Bl,Bl,44.0,16.0,55.3,9.2,12005.0,715.0,926.0,125.0,926.0,4.3,2.5,11.7,2.51,Er-huan-jan
PI437656,II,N,P,T,A,Sp,Bl,I,Gnbr,Br,46.4,13.6,57.0,11.7,12003.0,715.0,907.0,61.0,907.0,4.5,1.8,3.4,1.05,E-sen-dou Gun 691
PI437657,II,N,P,G,E,N,Br,S,Y,Y,45.9,17.3,55.8,8.2,12003.0,710.0,915.0,97.0,915.0,2.8,2.3,14.8,2.51,Gaj-juj-pin-din-huan
PI437658,I,N,P,T,A,Sp,Bl,S,Bl,Bl,45.0,12.7,56.7,10.6,12002.0,712.0,908.0,66.0,908.0,4.5,2.0,4.4,1.72,
PI437659,0,N,P,G,E,N,Br,I,Y,Y,44.9,18.0,52.2,8.2,12004.0,718.0,925.0,82.0,925.0,3.3,2.3,19.0,2.35,Guan-shi-tszen
PI437660,0,N,W,G,E,N,Br,I,Y,Y,42.9,19.1,55.1,8.2,12002.0,628.0,826.0,78.0,826.0,1.5,2.3,13.8,2.89,Gun 246
PI437661A,I,N,Pth,T,A,Sp,Bl,B,Bl,Bl,45.9,13.6,56.8,9.8,12002.0,711.0,904.0,55.0,904.0,3.1,2.0,5.2,2.07,Gun'-lin'685
PI437661B,III,N,P,T,E,N,Bl,I,Bl,Bl,44.7,13.8,58.1,10.5,12005.0,717.0,928.0,153.0,928.0,4.8,2.5,4.8,1.38,Gun'-lin'685
PI437662,II,N,P,T,Sa,Ssp,Bl,I,Bl,Bl,45.8,12.4,56.8,11.5,12003.0,725.0,915.0,133.0,915.0,4.5,2.0,3.1,1.15,Gun'-tszu-lin' 658
PI437663,II,N,P,T,A,Sp,Bl,I,Gnbr,Br,45.9,12.8,57.5,12.6,12003.0,715.0,907.0,76.0,907.0,4.5,1.5,3.3,1.1,Gun'-tszu-lin' 691
PI437664,II,N,P,Ng,E,N,Bl,I,Gnbr,Br,42.2,18.8,52.5,6.8,12003.0,715.0,910.0,113.0,910.0,2.6,3.0,11.8,3.17,Guntszy 536
PI437665,0,N,P,G,E,N,Br,I,Y,Y,43.6,18.8,52.2,8.8,12004.0,716.0,923.0,74.0,923.0,3.8,2.0,17.9,2.02,Gu-tszja-tszy
PI437666,I,N,P,G,E,N,Br,S,Y,Ib,42.1,19.3,53.5,7.8,12002.0,710.0,911.0,84.0,911.0,3.4,2.3,14.3,4.03,I-vo-phyn
PI437667,VI,N,P,T,A,N,Tn,I,Y,Brbl,46.9,16.5,51.0,8.0,491453.0,805.0,1009.0,144.0,1009.0,4.5,2.3,11.8,0.55,Jan-czou-sa-dou
PI437668,VII,N,P,T,E,N,Br,D,Y,Bl,45.9,13.4,54.2,7.1,491454.0,721.0,1020.0,123.0,1020.0,5.0,3.5,10.6,0.68,Jun-cuj 1
PI437669,II,N,P,T,E,Ssp,Br,I,Bl,Bl,45.4,14.7,52.2,6.6,12003.0,711.0,905.0,109.0,905.0,3.7,2.0,10.5,1.97,Kucitsu yen
PI437670,VIII,N,P,T,A,N,Br,B,Bl,Bl,47.4,10.6,57.8,9.6,491454.0,821.0,1102.0,185.0,1102.0,5.0,2.8,4.6,0.82,La-nin-do hy
PI437673,I,N,P,G,E,Ssp,Br,S,Y,Y,44.1,18.5,53.5,7.3,12002.0,627.0,903.0,84.0,903.0,3.0,3.0,19.8,3.17,Lju-juj-tszy
PI437674,III,N,W,G,E,N,Bl,S,Gn,Bf,43.8,20.4,48.2,6.0,12003.0,717.0,925.0,121.0,925.0,3.3,2.3,18.5,2.95,Lju-tio-tsin
PI437675,I,N,W,G,E,N,Br,I,Y,Y,40.7,21.3,52.5,6.6,12002.0,627.0,920.0,91.0,920.0,1.8,2.5,16.5,2.91,Man-pan-tszin
PI437676A,0,N,P,G,E,N,Br,D,Y,Y,40.7,20.6,52.5,7.6,12004.0,714.0,926.0,84.0,926.0,4.0,2.0,19.6,2.33,Man-tsan-tszin' x Phin-di-huan
PI437676B,0,N,P,G,E,N,Br,I,Y,Y,43.4,17.9,52.1,7.2,12004.0,720.0,927.0,90.0,927.0,4.5,2.3,16.6,2.62,Man-tsan-tszin' x Phin-di-huan
PI437677,I,N,W,G,E,N,Br,I,Y,Y,41.3,21.5,50.5,6.3,12002.0,627.0,904.0,94.0,904.0,2.6,2.5,18.1,3.15,Man-tsan-tszyn
PI437678A,I,N,P,G,E,N,Tn,D,Y,Y,44.6,17.5,52.4,8.5,12002.0,715.0,912.0,89.0,912.0,3.0,2.3,18.6,3.71,Mantszantszin
PI437678B,II,N,P,G,E,N,Tn,D,Y,Y,43.3,20.2,47.7,5.5,12003.0,709.0,911.0,88.0,911.0,2.8,2.3,17.2,3.07,Mantszantszin
PI437680A,0,N,P,G,E,N,Br,I,Y,Y,43.3,18.6,53.3,7.5,12001.0,710.0,910.0,71.0,910.0,3.3,2.5,16.8,2.07,Nen-tszjan-da-dou
PI437680B,0,N,P,G,E,N,Br,I,Y,Y,44.1,17.9,51.0,9.0,12004.0,713.0,921.0,82.0,921.0,3.5,2.3,16.8,2.38,Nen-tszjan-da-dou
PI437681,0,N,P,T,E,N,Br,I,Y,Y,44.2,18.8,52.8,9.2,12004.0,715.0,921.0,79.0,921.0,3.3,2.3,18.1,2.56,Nicogri
PI437682A,I,N,P,T,E,Ssp,Br,S,Br,Br,43.3,16.6,45.1,6.2,12002.0,721.0,916.0,106.0,916.0,3.0,2.3,18.4,2.59,Ni-zin-do
PI437683,IV,N,W,Lt,E,N,Br,D,Gn,Br,44.3,17.0,52.8,9.4,12005.0,728.0,1012.0,150.0,1012.0,3.8,2.3,15.6,1.48,Pa-man-tsin
PI437685A,I,N,P,G,E,N,Br,D,Y,Ib,45.5,15.9,48.5,6.5,12002.0,707.0,911.0,104.0,911.0,2.8,2.5,17.6,3.2,Phun-zhun
PI437686,II,N,P,G,E,N,Tn,I,Y,Y,45.0,17.8,50.7,7.1,12003.0,711.0,910.0,89.0,910.0,3.3,2.5,19.4,2.78,Phu-shou
PI437687,I,N,P,G,E,N,Tn,D,Y,Y,44.4,18.0,50.4,7.7,12002.0,714.0,910.0,98.0,910.0,3.3,2.0,18.5,3.51,Phu-sou
PI437689,II,N,W,G,E,N,Br,S,Y,Bf,43.3,19.7,56.1,7.1,12003.0,712.0,915.0,108.0,915.0,2.8,3.0,14.4,2.64,Phyn-sen'-sjao-baj-pi
PI437692,I,N,P,G,E,N,Br,I,Y,Ib,41.9,19.9,53.7,7.0,12002.0,705.0,908.0,88.0,908.0,3.5,2.5,16.0,3.93,Pin-din-sjan
PI437693,I,N,P,G,E,N,Tn,S,Y,Y,41.2,19.7,55.8,7.8,12002.0,705.0,908.0,69.0,908.0,4.0,2.5,13.6,3.41,Pin-din-sjan
PI437697,II,N,W,Lt,E,N,Bl,I,Y,Bl,42.0,20.1,55.8,6.8,12003.0,704.0,911.0,112.0,911.0,1.8,2.5,15.6,3.49,Schao-hi-tschi
PI437698,II,N,W,G,E,N,Dbr,I,Y,Bf,41.4,20.7,54.7,6.4,12003.0,704.0,909.0,84.0,909.0,1.8,3.0,14.6,3.27,Setin-huan
PI437699,II,N,W,G,E,N,Br,I,Y,Y,41.4,21.3,50.6,5.6,12003.0,702.0,916.0,113.0,916.0,3.0,2.5,22.0,3.14,Shiliden
PI437700,I,N,W,G,E,N,Br,S,Y,Bf,43.2,19.8,46.0,6.3,12002.0,630.0,904.0,82.0,904.0,2.0,2.8,18.7,3.29,Shilihuan
PI437701,0,N,P,G,E,N,Br,I,Y,Y,42.5,18.9,55.9,7.8,12004.0,711.0,923.0,81.0,923.0,3.3,2.0,16.5,1.91,Si-bi-va
PI437703,IV,N,P,G,A,Ssp,Br,D,Y,Bf,42.8,16.7,56.4,8.8,12005.0,727.0,1008.0,105.0,1008.0,4.0,2.8,14.6,2.21,Sin-huan-do
PI437705,I,N,P,T,E,N,Br,S,Y,Bl,43.6,19.0,54.8,7.6,12002.0,628.0,906.0,84.0,906.0,2.5,3.0,16.1,3.13,Sjao-baj-hua
PI437706,I,N,W,G,E,N,Dbr,S,Y,Bf,41.8,19.9,48.4,6.9,12002.0,712.0,904.0,69.0,904.0,2.0,2.5,16.7,3.39,Sajo-chej-cir Ja hei-chi N111
PI437707,II,N,P,G,E,Ssp,Br,I,Y,G,42.4,19.8,51.0,6.0,12003.0,630.0,907.0,86.0,907.0,2.0,2.5,23.7,3.22,Sjao-he-tsi
PI437708,VI,N,P,T,E,N,Br,I,Bl,Bl,41.3,11.7,56.6,11.3,491453.0,724.0,1002.0,143.0,1002.0,4.0,2.3,4.3,0.62,Sjao-li-hej-dou
PI437710,III,N,W,T,E,Ssp,Br,D,Gn,Br,43.1,17.3,54.6,7.9,12005.0,718.0,923.0,136.0,923.0,4.5,2.0,11.8,3.15,Sjao-tsin-do
PI437711A,II,N,P,T,E,N,Br,S,Y,Br,47.0,16.6,56.9,7.0,12003.0,708.0,917.0,96.0,917.0,4.1,2.0,12.8,2.59,Sjao-tszin'-huan
PI437711B,IV,N,P,T,E,N,Br,S,Y,Br,47.6,15.6,58.2,8.9,12005.0,715.0,1004.0,119.0,1004.0,3.3,2.3,12.8,2.04,Sjao-tszin'-huan
PI437712,0,N,W,G,E,N,Br,I,Y,Y,43.2,18.5,49.9,8.5,12004.0,714.0,927.0,79.0,927.0,3.5,2.8,22.6,2.11,Sjao-tszin'-huan
PI437713,I,N,W,G,E,N,Br,S,Y,Y,45.4,18.1,50.8,6.1,12002.0,629.0,908.0,81.0,908.0,1.5,3.0,16.8,3.27,Sjao-tszin-huan
PI437714,I,N,W,G,E,N,Dbr,S,Y,Bf,41.2,20.1,54.9,7.1,12002.0,710.0,910.0,82.0,910.0,2.0,2.5,14.2,3.65,Sjaotszinhuan N1
PI437715,II,N,W,G,E,N,Dbr,S,Y,Bf,40.8,21.3,57.0,6.9,12003.0,702.0,907.0,76.0,907.0,1.8,3.3,14.9,2.88,Sjao-zin-chuan N1
PI437718,II,N,P,Lt,E,N,Br,D,Bl,Bl,47.2,16.1,56.3,7.4,12003.0,709.0,907.0,93.0,907.0,2.8,2.0,11.8,2.48,Ssuli-pin chien-pai-ma
PI437720,0,N,P,G,E,N,Br,I,Y,Y,42.3,19.2,55.0,8.8,12004.0,710.0,924.0,85.0,924.0,4.8,3.0,19.6,2.19,Syj-li-zja
PI437722,II,N,W,G,E,N,Br,I,Y,Lbf,40.7,21.9,54.7,6.6,12003.0,628.0,905.0,82.0,905.0,1.5,2.8,22.8,2.96,Sy-li-huan
PI437723,I,N,W,G,E,Ssp,Bl,S,Y,Y,41.8,19.0,54.6,7.7,12002.0,704.0,910.0,95.0,910.0,2.6,2.3,13.9,3.52,T'e-tszja-tszy
PI437724,II,N,P,G,E,N,Tn,D,Y,Y,44.1,18.8,49.5,6.3,12003.0,710.0,911.0,90.0,911.0,3.5,2.5,19.1,3.05,T'e-zja-chuan
PI437729,I,N,P,G,E,N,Br,I,Y,Ib,41.3,20.0,53.6,7.4,12002.0,705.0,909.0,86.0,909.0,3.8,2.8,15.5,3.57,Tsi-ti 4
PI437731,0,N,P,G,E,N,Br,I,Y,Y,42.6,18.6,53.8,8.6,12004.0,711.0,919.0,82.0,919.0,3.8,2.8,19.0,1.77,Tsyhua N2
PI437735,0,N,P,G,E,N,Br,I,Y,Y,44.2,18.1,52.5,8.3,12004.0,714.0,928.0,67.0,928.0,3.5,3.0,18.4,2.63,Tszin'-juan'2
